news_no,user_no,user_spread_news_no_times,user_number_of_followers,fake_news,news_total_spread_no,user_total_fake_news_spread,user_total_news_spread,user_total_real_news_spread,user_total_probability_sharing_fake_news,user_total_probability_sharing_real_news
87,10050,1,4,0,823,0,1,1,0.0,1.0
87,10078,1,2,0,823,0,1,1,0.0,1.0
87,10093,1,10,0,823,0,1,1,0.0,1.0
87,10109,1,3,0,823,0,1,1,0.0,1.0
87,10122,1,32,0,823,0,1,1,0.0,1.0
87,10139,1,5,0,823,0,1,1,0.0,1.0
87,10140,1,38,0,823,0,1,1,0.0,1.0
172,10150,1,18,1,27,1,1,0,1.0,0.0
87,10169,1,59,0,823,0,1,1,0.0,1.0
87,10203,1,2,0,823,0,1,1,0.0,1.0
87,10230,1,5,0,823,0,1,1,0.0,1.0
87,10276,1,107,0,823,0,1,1,0.0,1.0
172,10291,2,4,1,27,2,2,0,1.0,0.0
87,10320,1,0,0,823,0,1,1,0.0,1.0
52,10335,1,12,0,37,0,1,1,0.0,1.0
87,10362,1,155,0,823,0,1,1,0.0,1.0
87,10404,1,3,0,823,0,1,1,0.0,1.0
87,10411,1,17,0,823,0,1,1,0.0,1.0
87,10433,1,14,0,823,0,1,1,0.0,1.0
87,10488,1,30,0,823,0,1,1,0.0,1.0
87,10489,1,66,0,823,0,1,1,0.0,1.0
87,10494,1,44,0,823,0,1,1,0.0,1.0
87,10520,1,9,0,823,0,1,1,0.0,1.0
141,10534,1,10,1,128,1,1,0,1.0,0.0
87,10583,1,110,0,823,0,1,1,0.0,1.0
87,10585,1,5,0,823,0,1,1,0.0,1.0
29,10592,1,7,0,46,0,2,2,0.0,1.0
87,10592,1,7,0,823,0,2,2,0.0,1.0
87,10597,1,23,0,823,0,1,1,0.0,1.0
141,10599,2,9,1,128,2,2,0,1.0,0.0
87,10606,1,1,0,823,0,1,1,0.0,1.0
172,10607,1,24,1,27,1,1,0,1.0,0.0
87,10630,1,40,0,823,0,1,1,0.0,1.0
172,10637,1,563,1,27,1,1,0,1.0,0.0
172,10638,1,37,1,27,1,1,0,1.0,0.0
87,10640,1,78,0,823,0,1,1,0.0,1.0
29,10676,1,6,0,46,0,1,1,0.0,1.0
87,10688,1,91,0,823,0,1,1,0.0,1.0
87,10698,1,23,0,823,0,1,1,0.0,1.0
87,10700,1,25,0,823,0,1,1,0.0,1.0
87,10715,1,1,0,823,0,1,1,0.0,1.0
87,10716,1,4,0,823,0,1,1,0.0,1.0
87,10787,1,22,0,823,0,1,1,0.0,1.0
87,10796,1,5,0,823,0,1,1,0.0,1.0
87,10810,1,15,0,823,0,1,1,0.0,1.0
87,10813,1,102,0,823,0,1,1,0.0,1.0
87,10857,1,5,0,823,0,1,1,0.0,1.0
87,10869,2,88,0,823,0,2,2,0.0,1.0
87,10872,1,6,0,823,0,1,1,0.0,1.0
87,10887,1,1,0,823,0,1,1,0.0,1.0
87,10894,1,90,0,823,0,1,1,0.0,1.0
87,10921,1,47,0,823,0,1,1,0.0,1.0
87,10969,1,1,0,823,0,1,1,0.0,1.0
87,10971,1,57,0,823,0,1,1,0.0,1.0
87,10984,1,17,0,823,0,1,1,0.0,1.0
87,10997,1,18,0,823,0,1,1,0.0,1.0
29,11013,1,87,0,46,0,2,2,0.0,1.0
87,11013,1,87,0,823,0,2,2,0.0,1.0
29,11019,1,2,0,46,0,1,1,0.0,1.0
87,11027,1,6,0,823,0,1,1,0.0,1.0
87,11033,1,1,0,823,0,1,1,0.0,1.0
87,11070,1,37,0,823,0,1,1,0.0,1.0
87,11075,1,81,0,823,0,1,1,0.0,1.0
87,11077,2,49,0,823,0,2,2,0.0,1.0
87,11086,1,59,0,823,0,1,1,0.0,1.0
141,11109,1,2,1,128,1,1,0,1.0,0.0
87,11170,1,147,0,823,0,1,1,0.0,1.0
29,11189,1,8,0,46,0,2,2,0.0,1.0
87,11189,1,8,0,823,0,2,2,0.0,1.0
87,11190,1,39,0,823,0,1,1,0.0,1.0
87,11204,2,41,0,823,0,2,2,0.0,1.0
87,11219,1,61,0,823,0,1,1,0.0,1.0
52,11234,2,25,0,37,0,2,2,0.0,1.0
87,11254,1,49,0,823,0,1,1,0.0,1.0
87,11272,1,3,0,823,0,1,1,0.0,1.0
87,11273,1,42,0,823,0,1,1,0.0,1.0
87,11294,1,19,0,823,0,1,1,0.0,1.0
87,11311,1,94,0,823,0,1,1,0.0,1.0
87,11324,1,1,0,823,0,1,1,0.0,1.0
87,11327,1,14,0,823,0,1,1,0.0,1.0
87,11354,1,168,0,823,0,1,1,0.0,1.0
87,11356,1,7,0,823,0,1,1,0.0,1.0
87,11393,1,35,0,823,0,1,1,0.0,1.0
87,11445,1,36,0,823,0,1,1,0.0,1.0
52,11450,1,2,0,37,0,2,2,0.0,1.0
87,11450,1,2,0,823,0,2,2,0.0,1.0
87,11451,1,44,0,823,0,1,1,0.0,1.0
87,11454,1,3,0,823,0,1,1,0.0,1.0
87,11465,1,2,0,823,0,1,1,0.0,1.0
87,11473,1,28,0,823,0,1,1,0.0,1.0
87,11505,2,129,0,823,0,2,2,0.0,1.0
87,11524,1,1,0,823,0,1,1,0.0,1.0
87,11526,1,57,0,823,0,1,1,0.0,1.0
141,11529,1,10,1,128,1,1,0,1.0,0.0
141,11533,1,4,1,128,1,1,0,1.0,0.0
87,11534,1,0,0,823,0,1,1,0.0,1.0
28,11539,1,20,0,14,0,1,1,0.0,1.0
87,11576,1,4,0,823,0,1,1,0.0,1.0
87,11601,1,49,0,823,0,1,1,0.0,1.0
87,11608,1,93,0,823,1,2,1,0.5,0.5
172,11608,1,93,1,27,1,2,1,0.5,0.5
87,11615,2,36,0,823,0,2,2,0.0,1.0
87,11634,1,1,0,823,0,1,1,0.0,1.0
87,11648,1,2,0,823,0,1,1,0.0,1.0
87,11651,1,1,0,823,0,1,1,0.0,1.0
87,11659,1,69,0,823,0,1,1,0.0,1.0
87,11668,1,99,0,823,0,1,1,0.0,1.0
87,11672,1,157,0,823,0,1,1,0.0,1.0
87,11687,1,100,0,823,0,1,1,0.0,1.0
87,11696,1,70,0,823,0,1,1,0.0,1.0
29,11712,1,19,0,46,0,1,1,0.0,1.0
87,11732,1,9,0,823,0,1,1,0.0,1.0
29,11788,1,17,0,46,0,1,1,0.0,1.0
87,11822,1,9,0,823,0,1,1,0.0,1.0
28,11836,1,4,0,14,0,1,1,0.0,1.0
87,11845,1,46,0,823,0,1,1,0.0,1.0
87,11862,2,87,0,823,0,2,2,0.0,1.0
87,11885,1,10,0,823,0,1,1,0.0,1.0
28,11887,1,116,0,14,0,1,1,0.0,1.0
87,11897,7,53,0,823,0,7,7,0.0,1.0
52,11902,1,0,0,37,0,1,1,0.0,1.0
87,11906,1,22,0,823,0,1,1,0.0,1.0
87,11909,1,3,0,823,0,1,1,0.0,1.0
141,11918,1,1,1,128,1,1,0,1.0,0.0
29,11929,1,17,0,46,0,2,2,0.0,1.0
87,11929,1,17,0,823,0,2,2,0.0,1.0
87,11945,1,8,0,823,0,1,1,0.0,1.0
87,11949,1,93,0,823,0,1,1,0.0,1.0
87,11953,1,100,0,823,0,1,1,0.0,1.0
87,11971,1,7,0,823,0,1,1,0.0,1.0
87,11983,1,9,0,823,0,1,1,0.0,1.0
87,11986,1,32,0,823,0,1,1,0.0,1.0
87,12007,1,6,0,823,0,1,1,0.0,1.0
87,12009,1,25,0,823,0,1,1,0.0,1.0
87,12012,1,2,0,823,0,1,1,0.0,1.0
87,12031,1,48,0,823,0,1,1,0.0,1.0
87,12047,1,6,0,823,0,1,1,0.0,1.0
87,12086,1,14,0,823,0,1,1,0.0,1.0
87,12102,1,1,0,823,0,1,1,0.0,1.0
87,12122,1,2,0,823,0,1,1,0.0,1.0
29,12130,2,4,0,46,0,2,2,0.0,1.0
87,12154,1,9,0,823,0,1,1,0.0,1.0
87,12180,1,14,0,823,0,1,1,0.0,1.0
141,12210,1,21,1,128,1,1,0,1.0,0.0
87,12243,1,65,0,823,0,1,1,0.0,1.0
141,12257,1,70,1,128,1,1,0,1.0,0.0
87,12277,1,1,0,823,0,1,1,0.0,1.0
87,12300,1,8,0,823,0,1,1,0.0,1.0
141,12308,1,9,1,128,1,1,0,1.0,0.0
87,12331,1,5,0,823,0,1,1,0.0,1.0
87,12333,2,151,0,823,0,2,2,0.0,1.0
29,12380,1,19,0,46,0,2,2,0.0,1.0
87,12380,1,19,0,823,0,2,2,0.0,1.0
87,12398,2,40,0,823,0,2,2,0.0,1.0
87,12420,1,2,0,823,0,1,1,0.0,1.0
52,12431,1,23,0,37,0,1,1,0.0,1.0
87,12432,1,30,0,823,0,1,1,0.0,1.0
87,12440,1,41,0,823,0,1,1,0.0,1.0
172,12453,1,26,1,27,1,1,0,1.0,0.0
87,12471,1,28,0,823,0,1,1,0.0,1.0
87,12482,1,3,0,823,0,1,1,0.0,1.0
87,12485,1,31,0,823,0,1,1,0.0,1.0
28,12499,2,28,0,14,0,2,2,0.0,1.0
87,12503,1,0,0,823,0,1,1,0.0,1.0
87,12519,1,7,0,823,0,1,1,0.0,1.0
87,12526,3,23,0,823,0,3,3,0.0,1.0
87,12535,1,30,0,823,0,1,1,0.0,1.0
87,12569,1,58,0,823,0,1,1,0.0,1.0
172,12583,1,8,1,27,1,1,0,1.0,0.0
87,12589,1,102,0,823,0,1,1,0.0,1.0
172,12612,1,7,1,27,1,1,0,1.0,0.0
87,12621,1,2,0,823,0,1,1,0.0,1.0
87,12658,1,23,0,823,0,1,1,0.0,1.0
87,12671,1,33,0,823,0,1,1,0.0,1.0
87,12730,1,1,0,823,0,1,1,0.0,1.0
87,12738,1,123,0,823,0,1,1,0.0,1.0
87,12750,1,2,0,823,0,1,1,0.0,1.0
87,12753,1,143,0,823,0,1,1,0.0,1.0
87,12761,2,3,0,823,0,2,2,0.0,1.0
87,12784,1,104,0,823,0,1,1,0.0,1.0
87,12787,2,8,0,823,0,2,2,0.0,1.0
87,12797,1,42,0,823,0,1,1,0.0,1.0
87,12820,1,50,0,823,0,1,1,0.0,1.0
87,12871,1,138,0,823,0,1,1,0.0,1.0
87,12892,1,13,0,823,0,1,1,0.0,1.0
87,12908,1,6,0,823,0,1,1,0.0,1.0
87,12922,1,18,0,823,0,1,1,0.0,1.0
87,12946,1,43,0,823,0,1,1,0.0,1.0
52,12962,1,123,0,37,0,1,1,0.0,1.0
87,13010,1,5,0,823,0,1,1,0.0,1.0
87,13013,1,46,0,823,0,1,1,0.0,1.0
87,13023,1,2,0,823,0,1,1,0.0,1.0
87,13040,1,2,0,823,0,1,1,0.0,1.0
141,13056,1,51,1,128,1,1,0,1.0,0.0
141,13076,1,10,1,128,1,1,0,1.0,0.0
87,13078,1,126,0,823,0,1,1,0.0,1.0
141,13098,1,3,1,128,1,1,0,1.0,0.0
87,13099,1,41,0,823,0,1,1,0.0,1.0
87,13100,1,81,0,823,0,1,1,0.0,1.0
87,13110,2,6,0,823,0,2,2,0.0,1.0
87,13125,1,97,0,823,0,1,1,0.0,1.0
141,13139,1,31,1,128,1,1,0,1.0,0.0
87,13140,1,3,0,823,0,1,1,0.0,1.0
87,13146,1,107,0,823,0,1,1,0.0,1.0
87,13171,1,3,0,823,0,1,1,0.0,1.0
87,13178,1,27,0,823,0,1,1,0.0,1.0
141,13219,1,682,1,128,1,1,0,1.0,0.0
87,13226,1,11,0,823,0,1,1,0.0,1.0
87,13234,1,151,0,823,0,1,1,0.0,1.0
141,13242,1,6,1,128,1,1,0,1.0,0.0
87,13270,1,3,0,823,0,1,1,0.0,1.0
87,13285,1,140,0,823,0,1,1,0.0,1.0
87,13296,2,24,0,823,0,2,2,0.0,1.0
141,13310,1,1,1,128,1,1,0,1.0,0.0
87,13318,1,12,0,823,0,1,1,0.0,1.0
87,13331,1,119,0,823,0,1,1,0.0,1.0
87,13340,1,15,0,823,0,1,1,0.0,1.0
87,13344,1,2,0,823,0,1,1,0.0,1.0
87,13361,1,5,0,823,0,1,1,0.0,1.0
87,13379,1,1,0,823,0,1,1,0.0,1.0
87,13383,1,7,0,823,0,1,1,0.0,1.0
87,13385,1,1,0,823,0,1,1,0.0,1.0
141,13401,1,83,1,128,1,1,0,1.0,0.0
87,13427,1,25,0,823,0,1,1,0.0,1.0
87,13441,1,11,0,823,0,1,1,0.0,1.0
141,13455,1,1,1,128,1,1,0,1.0,0.0
87,13465,1,6,0,823,0,1,1,0.0,1.0
87,13482,1,5,0,823,0,1,1,0.0,1.0
87,13484,1,53,0,823,0,1,1,0.0,1.0
141,13487,1,5,1,128,1,1,0,1.0,0.0
87,13498,1,2,0,823,0,1,1,0.0,1.0
87,13524,1,25,0,823,0,1,1,0.0,1.0
87,13561,1,54,0,823,0,1,1,0.0,1.0
87,13562,2,35,0,823,0,2,2,0.0,1.0
141,13611,3,10,1,128,3,3,0,1.0,0.0
87,13646,1,34,0,823,0,1,1,0.0,1.0
87,13655,1,23,0,823,0,1,1,0.0,1.0
87,13663,1,1,0,823,0,1,1,0.0,1.0
87,13721,1,39,0,823,0,1,1,0.0,1.0
87,13762,1,8,0,823,0,1,1,0.0,1.0
87,13788,1,1,0,823,0,1,1,0.0,1.0
87,13822,1,22,0,823,0,1,1,0.0,1.0
87,13847,1,4,0,823,0,1,1,0.0,1.0
87,13850,1,3,0,823,0,1,1,0.0,1.0
87,13851,1,1,0,823,0,1,1,0.0,1.0
87,13861,1,119,0,823,0,1,1,0.0,1.0
87,13902,2,11,0,823,0,2,2,0.0,1.0
87,13910,1,9,0,823,0,1,1,0.0,1.0
52,13920,1,204,0,37,0,1,1,0.0,1.0
87,13936,1,123,0,823,0,1,1,0.0,1.0
87,13944,1,1,0,823,0,1,1,0.0,1.0
87,13971,1,1,0,823,0,1,1,0.0,1.0
29,13975,1,2,0,46,0,1,1,0.0,1.0
87,14036,1,9,0,823,0,1,1,0.0,1.0
28,14044,1,25,0,14,0,1,1,0.0,1.0
87,14063,1,10,0,823,0,1,1,0.0,1.0
87,14066,1,8,0,823,0,1,1,0.0,1.0
141,14067,1,135,1,128,1,1,0,1.0,0.0
87,14070,1,2,0,823,0,1,1,0.0,1.0
87,14091,1,45,0,823,0,1,1,0.0,1.0
87,14112,1,9,0,823,0,1,1,0.0,1.0
87,14115,1,0,0,823,0,1,1,0.0,1.0
87,14140,1,42,0,823,0,1,1,0.0,1.0
87,14180,1,1,0,823,0,1,1,0.0,1.0
28,14197,1,25,0,14,0,1,1,0.0,1.0
141,14204,1,2,1,128,1,1,0,1.0,0.0
87,14219,2,11,0,823,0,2,2,0.0,1.0
87,14246,1,98,0,823,0,1,1,0.0,1.0
141,14259,1,151,1,128,1,1,0,1.0,0.0
87,14269,1,111,0,823,0,1,1,0.0,1.0
28,14279,1,1,0,14,0,1,1,0.0,1.0
87,14289,1,5,0,823,0,1,1,0.0,1.0
141,14393,1,6,1,128,1,1,0,1.0,0.0
29,14404,1,58,0,46,0,2,2,0.0,1.0
87,14404,1,58,0,823,0,2,2,0.0,1.0
87,14420,1,5,0,823,0,1,1,0.0,1.0
141,14457,1,161,1,128,1,1,0,1.0,0.0
87,14467,1,44,0,823,0,1,1,0.0,1.0
172,14477,1,91,1,27,1,1,0,1.0,0.0
87,14478,1,7,0,823,0,1,1,0.0,1.0
87,14484,1,2,0,823,0,1,1,0.0,1.0
141,14493,1,134,1,128,1,1,0,1.0,0.0
141,14496,1,13,1,128,1,1,0,1.0,0.0
87,14504,2,1,0,823,0,2,2,0.0,1.0
29,14510,1,0,0,46,0,1,1,0.0,1.0
87,14531,1,10,0,823,0,1,1,0.0,1.0
87,14568,1,30,0,823,0,1,1,0.0,1.0
87,14573,1,37,0,823,0,1,1,0.0,1.0
87,14579,1,85,0,823,0,1,1,0.0,1.0
87,14585,1,70,0,823,0,1,1,0.0,1.0
87,14587,1,16,0,823,0,1,1,0.0,1.0
141,14601,1,3,1,128,1,1,0,1.0,0.0
28,14609,1,1,0,14,0,1,1,0.0,1.0
87,14612,1,161,0,823,0,1,1,0.0,1.0
87,14677,1,57,0,823,0,1,1,0.0,1.0
87,14693,1,20,0,823,0,1,1,0.0,1.0
87,14731,2,57,0,823,0,2,2,0.0,1.0
87,14735,1,13,0,823,0,1,1,0.0,1.0
87,14750,1,28,0,823,0,1,1,0.0,1.0
87,14760,1,1,0,823,0,1,1,0.0,1.0
52,14783,1,1,0,37,0,1,1,0.0,1.0
87,14784,1,4,0,823,0,1,1,0.0,1.0
87,14790,3,2,0,823,0,3,3,0.0,1.0
87,14811,1,6,0,823,0,1,1,0.0,1.0
87,14866,1,3,0,823,0,1,1,0.0,1.0
87,14911,1,5,0,823,0,1,1,0.0,1.0
141,14937,1,114,1,128,1,1,0,1.0,0.0
87,14972,1,2,0,823,0,1,1,0.0,1.0
87,14978,1,7,0,823,0,1,1,0.0,1.0
87,14993,1,82,0,823,0,1,1,0.0,1.0
141,14995,1,47,1,128,1,1,0,1.0,0.0
87,15031,3,44,0,823,0,3,3,0.0,1.0
29,15064,1,8,0,46,0,1,1,0.0,1.0
87,15070,1,72,0,823,0,1,1,0.0,1.0
87,15089,2,2,0,823,0,2,2,0.0,1.0
87,15090,1,103,0,823,0,1,1,0.0,1.0
172,15106,1,18,1,27,1,1,0,1.0,0.0
87,15129,1,61,0,823,0,1,1,0.0,1.0
87,15138,1,51,0,823,0,1,1,0.0,1.0
87,15178,1,8,0,823,0,1,1,0.0,1.0
87,15190,1,58,0,823,0,1,1,0.0,1.0
87,15203,2,62,0,823,0,2,2,0.0,1.0
87,15225,1,6,0,823,0,1,1,0.0,1.0
87,15241,2,10,0,823,0,2,2,0.0,1.0
87,15243,1,1,0,823,0,1,1,0.0,1.0
141,15246,1,77,1,128,1,1,0,1.0,0.0
